Dates,CCMP Index,NYA Index,US0003M Index,SMART Index,LF94TRUU Index,USTBPETR Index,VIX Index,XAU Curncy,USDJPY Curncy,GBPUSD Curncy,USGG10YR Index,USTBEXP Index
08/07/2008,2294.44,8515.79,2.79,15847.71,265.5988,-36.741,23.15,920.49,107.43,1.9683,3.8822,163.609
09/07/2008,2234.89,8371.63,2.79188,15642.61,266.46,-36.741,25.23,927.1,107.12,1.981,3.8112,163.609
10/07/2008,2257.85,8435.94,2.78813,15704.97,267.2933,-36.741,25.59,940.87,107.05,1.9774,3.7959,163.609
11/07/2008,2239.08,8347.24,2.79063,15673.38,267.6924,-36.741,27.49,959.06,106.28,1.9888,3.9576,163.609
14/07/2008,2212.87,8287.76,2.79063,15578.2,268.4957,-36.741,28.48,973.49,106.17,1.9948,3.8553,163.609
15/07/2008,2215.71,8157.8,2.78938,15629.9,269.4335,-36.741,28.54,972.36,104.9,2.003,3.8188,163.609
16/07/2008,2284.85,8332.82,2.785,15836.79,266.7324,-36.741,25.1,964.31,104.79,1.9978,3.9344,163.609
17/07/2008,2312.3,8415.05,2.78625,15982.04,266.392,-36.741,25.01,974.06,105.85,2.0022,3.9907,163.609
18/07/2008,2282.78,8453.85,2.79063,16081.21,263.8782,-36.741,24.05,958.85,106.97,1.9989,4.0828,163.609
21/07/2008,2279.53,8499.74,2.79938,16012.98,264.195,-36.741,23.05,964.55,106.83,1.9974,4.0417,163.609
22/07/2008,2303.96,8566.65,2.79625,16179.49,264.1023,-36.741,21.18,946.69,107.28,1.9912,4.0987,163.609
23/07/2008,2325.88,8580.57,2.8,16227.53,261.7872,-36.741,21.31,927.6,107.74,2.0001,4.1165,163.609
24/07/2008,2280.11,8369.91,2.795,16029.35,262.1141,-36.741,23.44,921,107.61,1.9824,3.9968,163.609
25/07/2008,2310.53,8395.58,2.79313,15994.66,260.7955,-36.741,22.91,927.21,107.84,1.9916,4.0969,163.609
28/07/2008,2264.22,8260.19,2.79625,15795.02,262.9013,-36.741,24.23,928.7,107.4,1.9956,4.0008,163.609
29/07/2008,2319.62,8419.2,2.79875,15961.68,261.5844,-36.741,22.03,917.99,108.15,1.9802,4.038,163.609
30/07/2008,2329.72,8565.31,2.80063,16044.73,262.0662,-36.741,21.21,904.3,108.14,1.9803,4.0439,163.609
31/07/2008,2325.55,8438.64,2.79125,15898.66,263.0182,-41.835,22.94,917.43,107.98,1.9816,3.9462,165.379
01/08/2008,2310.96,8379.15,2.79438,15880.34,263.0484,-41.835,22.57,911.47,107.71,1.9751,3.9307,165.379
04/08/2008,2285.56,8268.65,2.79813,15889.3,263.4297,-41.835,23.49,900.14,108.13,1.9623,3.9619,165.379
05/08/2008,2349.83,8471.85,2.80188,16078.44,262.0331,-41.835,21.14,880.44,108.25,1.9526,4.0167,165.379
06/08/2008,2378.37,8501.44,2.8025,16169.22,261.2114,-41.835,20.23,878.36,109.44,1.9495,4.0501,165.379
07/08/2008,2355.73,8338.4,2.8025,16075.99,262.5969,-41.835,21.15,871.71,109.58,1.9446,3.92,165.379
08/08/2008,2414.1,8460.32,2.80375,16317.73,259.245,-41.835,20.66,856.9,110.18,1.9212,3.9276,165.379
11/08/2008,2439.95,8492.94,2.80375,16380.01,258.7246,-41.835,20.12,825.29,110.19,1.9127,3.9904,165.379
12/08/2008,2430.61,8398.71,2.80438,16301.11,258.9766,-41.835,21.17,807.61,109.78,1.8991,3.8954,165.379
13/08/2008,2428.62,8375.39,2.80438,16291.82,257.5252,-41.835,21.55,826.98,108.96,1.8711,3.9314,165.379
14/08/2008,2453.67,8385.97,2.80688,16396.12,258.3532,-41.835,20.34,808.48,109.92,1.8681,3.886,165.379
15/08/2008,2452.52,8383.67,2.80875,16372.02,257.3444,-41.835,19.58,783.85,110.54,1.8662,3.8349,165.379
18/08/2008,2416.98,8281.86,2.81,16214.88,257.7616,-41.835,20.98,803.1,110.02,1.868,3.8104,165.379
19/08/2008,2384.36,8212.47,2.81125,16169.29,257.2708,-41.835,21.28,810.91,109.77,1.8665,3.8292,165.379
20/08/2008,2389.08,8276.91,2.81188,16269.84,257.9276,-41.835,20.42,805.96,109.99,1.8585,3.8009,165.379
21/08/2008,2380.38,8314.14,2.81063,16327.4,259.8118,-41.835,19.82,834.12,108.45,1.8744,3.8291,165.379
22/08/2008,2414.71,8373.55,2.81,16397.58,257.8368,-41.835,18.81,828.32,110.08,1.8527,3.8704,165.379
25/08/2008,2365.59,8229.03,2.81,16259.25,257.9836,-41.835,20.97,821.49,109.13,1.8548,3.7837,165.379
26/08/2008,2361.97,8263.72,2.80938,16307.86,257.739,-41.835,20.49,821.8,109.8,1.8368,3.7743,165.379
27/08/2008,2382.46,8349.84,2.81,16416.8,257.5571,-41.835,19.76,824.56,109.85,1.8306,3.763,165.379
28/08/2008,2411.64,8466.12,2.81,16534.53,257.2056,-41.835,19.43,831.48,109.54,1.8273,3.7779,165.379
29/08/2008,2367.52,8382.08,2.81063,16410.29,257.0184,-41.835,20.65,831.86,108.8,1.8211,3.8116,165.379
01/09/2008,2367.52,8382.08,2.81,16410.29,255.475,-35.549,20.65,819.2,108.16,1.8008,3.8115,162.658
02/09/2008,2349.24,8296.98,2.81313,16259.01,253.4904,-35.549,21.99,808.35,108.77,1.7834,3.7326,162.658
03/09/2008,2333.73,8269.25,2.81375,16277.41,252.7258,-35.549,21.43,802.76,108.37,1.7747,3.699,162.658
04/09/2008,2259.04,8008.25,2.815,16052.53,252.6054,-35.549,24.03,799.41,107.44,1.7732,3.6227,162.658
05/09/2008,2255.88,8033.76,2.81438,16151.61,251.9579,-35.549,23.06,797.27,107.73,1.7661,3.6986,162.658
08/09/2008,2269.76,8168.62,2.81688,16220.49,250.6479,-35.549,22.64,800.3,108.05,1.7543,3.6743,162.658
09/09/2008,2209.81,7871.15,2.81813,15893.18,250.773,-35.549,25.47,787.89,107.53,1.7682,3.5668,162.658
10/09/2008,2228.7,7957.26,2.81875,15854.18,249.752,-35.549,24.52,762.87,107.84,1.7596,3.6295,162.658
11/09/2008,2258.22,8011.25,2.81875,16165.36,248.9069,-35.549,24.39,744.26,106.71,1.7508,3.6425,162.658
12/09/2008,2261.27,8091.84,2.81875,16281.3,248.9937,-35.549,25.66,757.61,107.95,1.7942,3.7187,162.658
15/09/2008,2179.91,7680.15,2.81625,15892.76,250.6557,-35.549,31.7,781.08,105.83,1.7889,3.3868,162.658
16/09/2008,2207.9,7793.13,2.87625,16149.07,248.0795,-35.549,30.3,778.75,105.04,1.7864,3.4357,162.658
17/09/2008,2098.85,7440.39,3.0625,15850.83,249.6659,-35.549,36.22,838.45,104.58,1.7988,3.4137,162.658
18/09/2008,2199.1,7775.16,3.20375,16091.18,250.5895,-35.549,33.1,898.6,104,1.8244,3.5437,162.658
19/09/2008,2273.9,8187.13,3.21,16084.26,250.1688,-35.549,32.07,859.67,106.96,1.8318,3.8105,162.658
22/09/2008,2178.98,7918.61,3.1975,15824.84,251.2754,-35.549,33.85,899.5,106.29,1.8486,3.8351,162.658
23/09/2008,2153.33,7785.27,3.21125,15606.29,251.6785,-35.549,35.72,888.37,105.91,1.8536,3.7991,162.658
24/09/2008,2155.68,7768.82,3.47625,15559.05,251.3167,-35.549,35.19,889.02,106.02,1.8516,3.8104,162.658
25/09/2008,2186.57,7927.87,3.76875,15592.74,250.1079,-35.549,32.82,870.31,106.76,1.8314,3.854,162.658
26/09/2008,2183.34,7890.37,3.76188,15804.68,250.2016,-35.549,34.74,886.25,106.12,1.8445,3.852,162.658
29/09/2008,1983.73,7204.01,3.8825,15313.41,249.757,-35.549,46.72,894.3,105.17,1.8032,3.5776,162.658
30/09/2008,2091.88,7532.8,4.0525,15612.49,243.8087,-32.689,39.39,875.55,106.19,1.7801,3.8234,153.586
01/10/2008,2069.4,7519.95,4.15,15691.5,243.65,-32.689,39.81,886.99,105.98,1.7758,3.7382,153.586
02/10/2008,1976.72,7155.41,4.2075,15518.51,243.0611,-32.689,45.26,840.58,105.5,1.7657,3.6276,153.586
03/10/2008,1947.39,7088.94,4.33375,15223.25,243.0817,-32.689,45.14,832.81,105.32,1.7714,3.6031,153.586
06/10/2008,1862.96,6754.91,4.28875,15150.85,241.2173,-32.689,52.05,864.65,100.87,1.7413,3.4532,153.586
07/10/2008,1754.88,6388.38,4.32,14619.76,239.4338,-32.689,53.68,873.6,101.93,1.7504,3.5028,153.586
08/10/2008,1740.33,6306.35,4.52375,14326.49,236.2748,-32.689,57.53,908.92,99.45,1.7285,3.6401,153.586
09/10/2008,1645.12,5809.98,4.75,13572.47,233.6584,-32.689,63.92,887.58,100.47,1.718,3.785,153.586
10/10/2008,1649.51,5704.13,4.81875,13692.42,228.9677,-32.689,69.95,869.86,100.67,1.7043,3.8705,153.586
13/10/2008,1844.25,6400.96,4.7525,14290.1,229.083,-32.689,54.99,836.35,101.28,1.7305,3.978,153.586
14/10/2008,1779.01,6380.53,4.635,14107.79,228.6923,-32.689,55.13,840.95,102.17,1.7456,4.0772,153.586
15/10/2008,1628.33,5759.96,4.55,13589.92,228.0066,-32.689,69.25,843.56,101.48,1.7369,3.9453,153.586
16/10/2008,1717.71,5970.9,4.5025,13917.04,225.9929,-32.689,67.61,806.54,100.63,1.7202,3.9569,153.586
17/10/2008,1711.29,5948.8,4.41875,13834.21,226.5803,-32.689,70.33,788.9,101.69,1.7281,3.9299,153.586
20/10/2008,1770.03,6287.6,4.05875,14062.8,226.5046,-32.689,52.97,790.85,101.68,1.7117,3.8416,153.586
21/10/2008,1696.68,6051.34,3.83375,13905.26,226.1258,-32.689,53.11,772.45,100.42,1.6865,3.7388,153.586
22/10/2008,1615.75,5630.47,3.54125,13733.22,224.1218,-32.689,69.65,741.9,98.62,1.6302,3.594,153.586
23/10/2008,1603.91,5671.93,3.535,13896.1,223.6139,-32.689,67.8,717.05,97.06,1.6078,3.6745,153.586
24/10/2008,1552.03,5427.54,3.51625,13905.58,220.3567,-32.689,79.13,736.1,94.32,1.5897,3.6856,153.586
27/10/2008,1505.9,5196.51,3.5075,13736.81,215.9331,-32.689,80.06,743.48,93.84,1.5666,3.6874,153.586
28/10/2008,1649.47,5733.45,3.465,14334.33,214.0266,-32.689,66.96,735.54,96.44,1.5587,3.8336,153.586
29/10/2008,1657.21,5774.89,3.42,14307.64,217.3935,-32.689,69.96,755.56,97.07,1.6426,3.8546,153.586
30/10/2008,1698.52,5975.03,3.1925,14323.97,218.3231,-32.689,62.9,737.19,98.26,1.6377,3.9645,153.586
31/10/2008,1720.95,6061.09,3.02625,14481.12,214.7998,-33.777,59.89,721.8,98.47,1.6076,3.953,151.364
03/11/2008,1726.33,6054.98,2.85875,14454.04,215.1641,-33.777,53.68,729.01,99.08,1.5821,3.9141,151.364
04/11/2008,1780.12,6345.09,2.70625,14625.92,217.6588,-33.777,47.73,760.24,100.23,1.5997,3.7247,151.364
05/11/2008,1681.64,6012.17,2.50625,14318.32,219.3867,-33.777,54.56,741.84,98.98,1.6034,3.7019,151.364
06/11/2008,1608.7,5667.4,2.3875,13957.44,217.7536,-33.777,63.68,732.95,98.03,1.5803,3.6886,151.364
07/11/2008,1647.4,5871.98,2.29,14137.2,217.6119,-33.777,56.1,734.53,98.24,1.5643,3.7929,151.364
10/11/2008,1616.74,5802.05,2.235,13919.76,217.7567,-33.777,59.98,744.45,97.74,1.5626,3.7432,151.364
11/11/2008,1580.9,5634.26,2.175,13985.95,215.4516,-33.777,61.44,733.95,97.73,1.5415,3.7432,151.364
12/11/2008,1499.21,5320.7,2.1325,13730.76,214.8956,-33.777,66.46,724.65,95.93,1.5067,3.6466,151.364
13/11/2008,1596.7,5715.79,2.14875,14336.4,213.485,-33.777,59.83,700.57,95.32,1.467,3.8525,151.364
14/11/2008,1516.85,5452.63,2.23625,14040.75,215.2359,-33.777,66.31,745.55,97.14,1.474,3.7349,151.364
17/11/2008,1482.05,5323.36,2.23875,13907.98,215.514,-33.777,69.15,746.35,97,1.502,3.6484,151.364
18/11/2008,1483.27,5365.66,2.2175,14028.73,214.868,-33.777,67.64,739.41,96.97,1.4987,3.5293,151.364
19/11/2008,1386.42,5011.99,2.1725,13652.48,215.0602,-33.777,74.26,735.65,96.58,1.5058,3.3205,151.364
20/11/2008,1316.12,4651.21,2.15313,13355.48,212.9626,-33.777,80.86,749.9,95.96,1.4813,3.0131,151.364
21/11/2008,1384.35,4959.79,2.1575,13802.54,211.0041,-33.777,72.67,796.7,95.96,1.4925,3.1974,151.364
24/11/2008,1472.02,5313.76,2.16875,14080.75,210.4761,-33.777,64.7,824.45,96.44,1.5165,3.3236,151.364
25/11/2008,1464.73,5375.36,2.19625,14026.12,213.0362,-33.777,60.9,816.6,95.14,1.534,3.1078,151.364
26/11/2008,1532.1,5547.38,2.18125,14358.57,213.3367,-33.777,54.92,813.18,95.48,1.5294,2.9784,151.364
27/11/2008,1532.1,5547.38,2.2025,14358.57,212.5615,-33.777,54.92,814.95,95.46,1.5405,2.9778,151.364
28/11/2008,1535.57,5599.3,2.21688,14458.21,212.51,-33.777,55.28,817.68,95.53,1.5377,2.92,151.364
01/12/2008,1398.07,5092.66,2.22,14133.49,212.612,-19.82,68.51,775.5,93.18,1.4848,2.7309,142.4
02/12/2008,1449.8,5308.95,2.21,14372.11,215.474,-19.82,62.98,782.18,93.57,1.4912,2.6724,142.4
03/12/2008,1492.38,5405.55,2.20125,14698.75,217.6517,-19.82,60.72,770.29,93.03,1.4755,2.6585,142.4
04/12/2008,1445.56,5232.26,2.1925,14512.85,218.1297,-19.82,63.64,767.29,92.74,1.4752,2.5513,142.4
05/12/2008,1509.31,5401.25,2.18563,14930.77,216.0463,-19.82,59.93,756.45,92.84,1.4685,2.7037,142.4
08/12/2008,1571.74,5639.68,2.18938,15022.61,215.617,-19.82,58.49,770.33,92.76,1.4809,2.7378,142.4
09/12/2008,1547.34,5522.46,2.16375,14941.53,214.9031,-19.82,58.91,778.37,92.29,1.4811,2.6399,142.4
10/12/2008,1565.48,5631.07,2.09875,14967.1,216.0247,-19.82,55.73,811.05,92.87,1.4833,2.6824,142.4
11/12/2008,1507.88,5504.73,1.99625,14836.96,219.5284,-19.82,55.78,831.45,91.59,1.5063,2.6019,142.4
12/12/2008,1540.72,5543.96,1.92125,14997.13,220.77,-19.82,54.28,822.4,91.21,1.4944,2.5705,142.4
15/12/2008,1508.34,5497.9,1.87125,14978.57,224.322,-19.82,56.76,833.28,90.66,1.5292,2.5127,142.4
16/12/2008,1589.89,5804.97,1.8475,15251.28,226.4963,-19.82,52.37,839,90.06,1.5293,2.2558,142.4
17/12/2008,1579.31,5769.8,1.5775,15220.3,234.886,-19.82,49.84,866.45,87.79,1.5469,2.1915,142.4
18/12/2008,1552.37,5617.76,1.525,15025.16,236.0305,-19.82,47.34,858.43,89.65,1.4954,2.0788,142.4
19/12/2008,1564.32,5616.12,1.4975,14932.61,230.7258,-19.82,44.93,838.25,89.32,1.492,2.1231,142.4
22/12/2008,1532.35,5520.82,1.46625,14874.07,230.5506,-19.82,44.56,847.1,90.07,1.4821,2.17,142.4
23/12/2008,1521.54,5468.28,1.46625,14717.4,230.0373,-19.82,45.02,835.22,90.76,1.4705,2.1729,142.4
24/12/2008,1524.9,5487.33,1.4675,14754.28,230.4748,-19.82,44.21,847.95,90.72,1.4691,2.182,142.4
25/12/2008,1524.9,5487.33,1.4675,14754.28,230.4101,-19.82,44.21,842,90.83,1.4652,2.1809,142.4
26/12/2008,1530.24,5538.19,1.4675,14764.08,230.9548,-19.82,43.38,869.3,90.82,1.458,2.1318,142.4
29/12/2008,1510.32,5534.64,1.45875,14741.06,231.8612,-19.82,43.9,877.05,90.11,1.4552,2.0989,142.4
30/12/2008,1550.7,5670,1.435,14900.27,230.8537,-19.82,41.63,869.9,90.34,1.441,2.053,142.4
31/12/2008,1577.03,5757.05,1.425,14967.09,228.6391,-18.913,40,875.43,90.78,1.4576,2.2123,132.372
01/01/2009,1577.03,5757.05,1.425,14967.09,228.6391,-18.913,40,881.45,90.73,1.4615,2.2123,132.372
02/01/2009,1632.21,5915.73,1.4125,15218.54,228.358,-18.913,39.19,875.4,91.84,1.4548,2.3688,132.372
05/01/2009,1628.03,5908.43,1.42125,15247.05,225.7665,-18.913,39.08,854.97,93.29,1.4627,2.4812,132.372
06/01/2009,1652.38,5968.84,1.41125,15198.63,223.7556,-18.913,38.56,857.6,94.06,1.4937,2.4454,132.372
07/01/2009,1599.06,5799.05,1.3975,15075.81,226.9611,-18.913,43.39,844.1,92.61,1.5191,2.4942,132.372
08/01/2009,1617.01,5837.14,1.35375,15150.12,230.5271,-18.913,42.56,854.9,91.1,1.5203,2.4398,132.372
09/01/2009,1571.59,5702.37,1.26,15123.92,232.2655,-18.913,42.82,854.2,90.4,1.5164,2.39,132.372
12/01/2009,1538.79,5551.03,1.16,15034.32,230.8804,-18.913,45.84,825,89.09,1.4877,2.3044,132.372
13/01/2009,1546.46,5538.84,1.09438,14987.64,228.1409,-18.913,43.27,825.35,89.53,1.4537,2.2924,132.372
14/01/2009,1489.64,5328.68,1.0825,14918.58,228.2563,-18.913,49.14,813.3,89.23,1.4572,2.1993,132.372
15/01/2009,1511.84,5347.75,1.08563,15011.29,227.0969,-18.913,51,805.97,89.41,1.4585,2.2055,132.372
16/01/2009,1529.33,5387.5,1.1425,15011.05,227.706,-18.913,46.11,843.15,90.72,1.4733,2.3188,132.372
19/01/2009,1529.33,5387.5,1.1325,15011.05,225.4298,-18.913,46.11,837.35,90.48,1.4493,2.3184,132.372
20/01/2009,1440.86,5058.06,1.1225,14834.23,222.7649,-18.913,56.65,859.95,90.13,1.3999,2.3771,132.372
21/01/2009,1507.07,5273.99,1.125,14975.69,220.7047,-18.913,46.42,851.78,88.04,1.3737,2.536,132.372
22/01/2009,1465.49,5171.68,1.15938,15024.91,220.5188,-18.913,47.29,859.93,89.05,1.387,2.5922,132.372
23/01/2009,1477.29,5195.55,1.16938,15133.31,217.8442,-18.913,47.27,899.78,88.75,1.3804,2.6172,132.372
26/01/2009,1489.46,5244.61,1.18375,15117.78,220.9747,-18.913,45.69,906.67,89.08,1.3928,2.6411,132.372
27/01/2009,1504.9,5315.44,1.18438,15160.95,223.946,-18.913,42.25,901.75,88.88,1.4173,2.5274,132.372
28/01/2009,1558.34,5501.46,1.17438,15268.32,225.368,-18.913,39.66,887.4,89.73,1.4331,2.6665,132.372
29/01/2009,1507.84,5300.9,1.17,15165.97,225.1596,-18.913,42.63,900.75,89.61,1.4278,2.8586,132.372
30/01/2009,1476.42,5195.79,1.18438,15046.34,223.9478,-18.913,44.84,927.85,89.92,1.454,2.8403,132.372
02/02/2009,1494.43,5166.47,1.225,15084.18,223.8692,-14.94,45.52,911,89.84,1.4257,2.7226,125.294
03/02/2009,1516.3,5268.02,1.23375,15243.08,224.1006,-14.94,43.06,896,89.2,1.4331,2.884,125.294
04/02/2009,1515.05,5242.75,1.23563,15102.11,223.3671,-14.94,43.85,900.88,89.68,1.4497,2.9353,125.294
05/02/2009,1546.24,5326.01,1.24125,15067.55,223.4212,-14.94,43.73,911.93,91.66,1.4646,2.912,125.294
06/02/2009,1591.71,5475.28,1.24125,15136.85,223.5955,-14.94,43.37,911.5,91.9,1.4787,2.9917,125.294
09/02/2009,1591.56,5479.88,1.22813,15164.89,225.5704,-14.94,43.64,891.75,91.64,1.4947,2.9844,125.294
10/02/2009,1524.73,5214.71,1.22188,14832.6,225.4591,-14.94,46.67,912.45,90.74,1.4618,2.8136,125.294
11/02/2009,1530.5,5252.68,1.23125,14817.62,224.4222,-14.94,44.53,944.15,90.5,1.434,2.7537,125.294
12/02/2009,1541.71,5256.45,1.23438,15000.48,224.0603,-14.94,41.25,948.15,90.64,1.4232,2.7824,125.294
13/02/2009,1534.36,5206.76,1.2375,14939,223.601,-14.94,42.93,941.7,91.93,1.4355,2.8894,125.294
16/02/2009,1534.36,5206.76,1.24563,14939,222.4393,-14.94,42.93,942.85,91.81,1.4251,2.8895,125.294
17/02/2009,1470.66,4939.11,1.24563,14902.2,222.009,-14.94,48.66,968.75,92.43,1.4226,2.648,125.294
18/02/2009,1467.97,4924.54,1.25125,14923.15,220.2828,-14.94,48.46,975.28,93.75,1.4218,2.7554,125.294
19/02/2009,1442.82,4881.16,1.25063,14784.72,220.4771,-14.94,47.08,973.9,94.24,1.4327,2.8531,125.294
20/02/2009,1441.23,4804.51,1.24875,14774.05,220.4682,-14.94,49.3,992.9,93.35,1.4433,2.7879,125.294
23/02/2009,1387.72,4633.78,1.24875,14501.02,221.4899,-14.94,52.62,996.97,94.65,1.4515,2.7536,125.294
24/02/2009,1441.83,4821.74,1.25,14687.23,219.9172,-14.94,45.49,965.3,96.61,1.44,2.7951,125.294
25/02/2009,1425.43,4753.17,1.25625,14699.66,217.9022,-14.94,44.67,968.9,97.18,1.4219,2.9263,125.294
26/02/2009,1391.47,4713.02,1.26125,14538.21,216.4694,-14.94,44.66,941.65,98.58,1.4314,2.9908,125.294
27/02/2009,1377.84,4617.03,1.26438,14510.65,215.6746,-14.94,46.35,942.32,97.58,1.4318,3.0131,125.294
02/03/2009,1322.85,4360.98,1.26625,14336.61,215.6291,-13.193,52.65,944.83,97.38,1.4026,2.8624,127.342
03/03/2009,1321.01,4334.7,1.27125,14243.58,215.3686,-13.193,50.93,912.25,98.35,1.4052,2.8771,127.342
04/03/2009,1353.74,4464.89,1.27663,14316.38,214.0301,-13.193,47.56,907.1,99.25,1.4131,2.9745,127.342
05/03/2009,1299.59,4267.6,1.28375,14143.94,215.9938,-13.193,50.17,925.95,98.42,1.4106,2.8115,127.342
06/03/2009,1293.85,4284.49,1.2925,14098.62,217.8734,-13.193,49.33,939.37,98.26,1.4094,2.8717,127.342
09/03/2009,1268.64,4226.31,1.3125,14035.85,214.6968,-13.193,49.68,915.7,98.8,1.3818,2.8589,127.342
10/03/2009,1358.28,4499.38,1.33125,14214.43,215.2448,-13.193,44.37,894.08,98.65,1.377,3.0044,127.342
11/03/2009,1371.64,4505.38,1.32594,14151.19,215.5779,-13.193,43.61,909.67,97.49,1.3808,2.9048,127.342
12/03/2009,1426.1,4684.99,1.32,14408.22,217.9271,-13.193,41.18,922.9,97.82,1.3896,2.8535,127.342
13/03/2009,1431.5,4721,1.31563,14416.82,218.9202,-13.193,42.36,929.73,97.95,1.4002,2.8902,127.342
16/03/2009,1404.02,4728.91,1.30875,14342.91,219.2258,-13.193,43.74,923.23,98.23,1.4084,2.9529,127.342
17/03/2009,1462.11,4868.14,1.29938,14538.69,218.9459,-13.193,40.8,915.35,98.66,1.4033,3.0066,127.342
18/03/2009,1491.22,4975.3,1.2875,14713.2,222.844,-13.193,40.06,893.05,97.98,1.3971,2.533,127.342
19/03/2009,1483.48,4937.22,1.22688,14657.69,231.2828,-13.193,43.68,957.13,94.54,1.4526,2.6023,127.342
20/03/2009,1457.27,4832.13,1.22281,14514.65,229.875,-13.193,45.89,952.23,95.94,1.4465,2.6344,127.342
23/03/2009,1555.77,5185.86,1.22219,14836.99,229.5226,-13.193,43.23,950.85,96.7,1.4521,2.6523,127.342
24/03/2009,1516.52,5064.33,1.22625,14774.23,230.1394,-13.193,42.93,924,98.08,1.4719,2.701,127.342
25/03/2009,1528.95,5127,1.2275,14745.95,229.7481,-13.193,42.25,933.55,97.6,1.4525,2.7844,127.342
26/03/2009,1587,5230.53,1.23188,14878.4,230.2712,-13.193,40.36,938.95,98.44,1.4444,2.7389,127.342
27/03/2009,1545.2,5096.64,1.22,14845.75,228.7392,-13.193,41.04,923.15,97.86,1.432,2.7571,127.342
30/03/2009,1501.8,4899.05,1.2075,14813.97,227.3732,-13.193,45.54,916.2,97.42,1.4205,2.7117,127.342
31/03/2009,1528.59,4978.98,1.19188,14846.63,228.2531,-14.551,44.14,919.9,99.35,1.43,2.6629,125.998
01/04/2009,1551.6,5085.76,1.17688,15080.4,229.2142,-14.551,42.28,925.5,98.53,1.4391,2.6539,125.998
02/04/2009,1602.63,5267.1,1.16594,15103.18,229.3259,-14.551,42.04,905.73,99.32,1.4724,2.7662,125.998
03/04/2009,1621.87,5318.75,1.16094,15157.18,228.9821,-14.551,39.7,893.15,100.32,1.4836,2.8853,125.998
06/04/2009,1606.71,5249.48,1.15688,15190.63,229.6172,-14.551,40.93,871.65,100.72,1.4715,2.9223,125.998
07/04/2009,1561.61,5120.67,1.14938,15162.76,228.5479,-14.551,40.39,882.05,100.49,1.4738,2.8965,125.998
08/04/2009,1590.66,5176.41,1.13875,15165.95,228.6335,-14.551,38.85,890.22,99.76,1.4708,2.8559,125.998
09/04/2009,1652.54,5376.44,1.13125,15216.45,228.4208,-14.551,36.53,880.38,100.47,1.463,2.9207,125.998
10/04/2009,1652.54,5376.44,1.13125,15216.45,228.4522,-14.551,36.53,881.65,100.25,1.4673,2.9226,125.998
13/04/2009,1653.31,5410.28,1.13125,15301.43,229.9838,-14.551,37.81,894.75,100.07,1.4832,2.8579,125.998
14/04/2009,1625.72,5301.5,1.12188,15261.61,230.718,-14.551,37.67,893,98.98,1.491,2.7845,125.998
15/04/2009,1626.8,5384.97,1.1125,15354.64,230.3089,-14.551,36.17,891.1,99.34,1.5013,2.7644,125.998
16/04/2009,1670.44,5454.27,1.10688,15438.19,229.8724,-14.551,35.79,878.58,99.26,1.492,2.8303,125.998
17/04/2009,1673.07,5480.6,1.10188,15436.2,227.0764,-14.551,33.94,868.85,99.16,1.4797,2.9451,125.998
20/04/2009,1608.21,5220.12,1.10063,15323.9,227.2864,-14.551,39.18,885.5,97.96,1.4548,2.8359,125.998
21/04/2009,1643.85,5339.59,1.1,15456.67,226.9145,-14.551,37.14,884.95,98.63,1.4694,2.8969,125.998
22/04/2009,1646.12,5290.61,1.09938,15413.58,226.1525,-14.551,38.1,889.75,97.91,1.4481,2.9397,125.998
23/04/2009,1652.21,5372.1,1.09188,15510.28,227.6767,-14.551,37.15,907.12,97.87,1.4634,2.9193,125.998
24/04/2009,1694.29,5468.41,1.0725,15534.89,230.066,-14.551,36.82,912.83,97.17,1.4678,2.9903,125.998
27/04/2009,1679.41,5389.83,1.05375,15523.66,229.8745,-14.551,38.32,909.93,96.58,1.4678,2.9083,125.998
28/04/2009,1673.81,5369.85,1.03938,15548.59,229.2525,-14.551,37.95,893.45,96.47,1.4618,3.0073,125.998
29/04/2009,1711.94,5516.14,1.0275,15604.67,230.347,-14.551,36.08,898.87,96.94,1.4792,3.1073,125.998
30/04/2009,1717.3,5513.36,1.01625,15504.95,229.5938,-14.941,36.5,887.95,98.89,1.4774,3.1187,124.39
01/05/2009,1719.2,5568.76,1.00688,15449.52,228.9108,-14.941,35.3,886.55,99.12,1.4921,3.1533,124.39
04/05/2009,1763.56,5800.22,1.00688,15541.99,229.9385,-14.941,34.53,903.43,98.96,1.4971,3.1514,124.39
05/05/2009,1754.12,5770.76,0.98625,15512.04,230.8752,-14.941,33.36,903.3,98.76,1.5114,3.1592,124.39
06/05/2009,1759.1,5890.55,0.97375,15540.31,230.8051,-14.941,32.45,908.83,98.57,1.5076,3.1612,124.39
07/05/2009,1716.24,5800.09,0.95625,15432.06,231.06,-14.941,33.44,914.65,99.07,1.5005,3.3341,124.39
08/05/2009,1739,6000.39,0.9375,15478.82,231.1853,-14.941,32.05,916.65,98.47,1.5234,3.2856,124.39
11/05/2009,1731.24,5849.3,0.92,15448.82,233.3754,-14.941,32.87,913.18,97.43,1.5137,3.1654,124.39
12/05/2009,1715.92,5859.14,0.90563,15487.05,234.3586,-14.941,31.8,921.8,96.17,1.523,3.1727,124.39
13/05/2009,1664.19,5666.47,0.88313,15437.05,234.7072,-14.941,33.65,925.65,95.78,1.5157,3.1195,124.39
14/05/2009,1689.21,5733.45,0.85438,15473.45,234.9639,-14.941,31.37,925.75,95.56,1.5196,3.0884,124.39
