Dates,CCMP Index,NYA Index,US0003M Index,SMART Index,LF94TRUU Index,USTBPETR Index,VIX Index,XAU Curncy,USDJPY Curncy,GBPUSD Curncy,USGG10YR Index,USTBEXP Index
03/01/2000,4131.15,6762.11,6.00125,16890.38,123.7616,-6,24.21,289,101.65,1.6334,6.592,85.142
04/01/2000,3901.69,6543.77,6.0425,16649.32,123.7616,-6,27.01,281.9,103.1,1.6388,6.497,85.142
05/01/2000,3877.54,6567.03,6.03,16752.05,123.7616,-6,26.41,281.05,103.8,1.6446,6.594,85.142
06/01/2000,3727.13,6635.44,6.03,16849.15,123.7616,-6,25.73,280.5,105.21,1.6456,6.524,85.142
07/01/2000,3882.62,6792.67,6.03,16948.74,123.7616,-6,21.72,282.15,105.34,1.6393,6.515,85.142
10/01/2000,4049.67,6838.45,6.02625,16922.64,123.7616,-6,21.71,281.4,105.1,1.6388,6.552,85.142
11/01/2000,3921.19,6774.48,6.03,16817.62,123.7616,-6,22.5,283.25,105.86,1.646,6.657,85.142
12/01/2000,3850.02,6766.55,6.03938,16799.78,123.7616,-6,22.84,281.7,105.96,1.6464,6.703,85.142
13/01/2000,3957.21,6836.76,6.04,16812.03,123.7616,-6,21.71,283.6,106.08,1.6468,6.63,85.142
14/01/2000,4064.27,6870.49,6.04,16816.69,123.7616,-6,19.66,283.95,105.87,1.6313,6.679,85.142
17/01/2000,4064.27,6870.49,6.03625,16816.69,123.7616,-6,19.66,285.5,104.93,1.6318,6.681,85.142
18/01/2000,4130.81,6808.64,6.035,16745.6,123.7616,-6,21.5,287.65,105.47,1.6383,6.748,85.142
19/01/2000,4151.29,6823.97,6.0375,16698.44,123.7616,-6,21.72,287.55,105.26,1.6451,6.732,85.142
20/01/2000,4189.51,6772.58,6.04,16552.93,123.7616,-6,21.75,289.3,105.45,1.6565,6.788,85.142
21/01/2000,4235.4,6762.75,6.04,16508.25,123.7616,-6,20.82,289.05,104.78,1.6487,6.765,85.142
24/01/2000,4096.08,6611.12,6.04,16250.74,123.7616,-6,24.07,286.85,105.61,1.6506,6.685,85.142
25/01/2000,4167.41,6606.78,6.04,16245.31,123.7616,-6,23.02,287.15,106.04,1.6496,6.692,85.142
26/01/2000,4069.91,6644.85,6.04,16180.59,123.7616,-6,23.03,285.2,105.83,1.6363,6.664,85.142
27/01/2000,4039.56,6627.19,6.04,16087.2,123.7616,-6,23.54,286.1,104.93,1.6353,6.692,85.142
28/01/2000,3887.07,6469.11,6.04875,15838.69,123.7616,-6,26.14,283.05,107.13,1.6201,6.658,85.142
31/01/2000,3940.35,6574.01,6.0775,16019.71,122.3281,-6.988,24.95,283.6,107.37,1.6141,6.665,85.646
01/02/2000,4051.98,6606.89,6.09125,16097.96,122.3281,-6.988,23.45,282.75,107.85,1.6106,6.619,85.646
02/02/2000,4073.96,6618.41,6.1,16053.59,122.3281,-6.988,23.12,285.15,108.34,1.6082,6.573,85.646
03/02/2000,4210.98,6657.54,6.0975,16040.09,122.3281,-6.988,22.01,286.25,107.63,1.5964,6.489,85.646
04/02/2000,4244.14,6628.67,6.09,15992,122.3281,-6.988,21.54,299.2,107.19,1.5918,6.549,85.646
07/02/2000,4321.77,6596.32,6.1,16015.43,122.3281,-6.988,22.79,314.6,108.74,1.5949,6.639,85.646
08/02/2000,4427.54,6651.3,6.1,15985.1,122.3281,-6.988,21.25,298.4,109.3,1.6108,6.613,85.646
09/02/2000,4363.24,6523.78,6.1,15790.41,122.3281,-6.988,22.9,307,109.07,1.6133,6.66,85.646
10/02/2000,4485.63,6496.82,6.09875,15757.52,122.3281,-6.988,23.07,314.8,108.8,1.6069,6.671,85.646
11/02/2000,4395.45,6391.4,6.09625,15602.7,122.3281,-6.988,24.42,310.95,108.82,1.5936,6.604,85.646
14/02/2000,4418.55,6398.06,6.09,15637.49,122.3281,-6.988,24.38,307.65,108.82,1.5898,6.554,85.646
15/02/2000,4420.77,6459.28,6.09,15788.54,122.3281,-6.988,22.92,303.9,108.73,1.5966,6.552,85.646
16/02/2000,4427.65,6396.79,6.09,15642.33,122.3281,-6.988,23.51,302.8,109.25,1.6058,6.545,85.646
17/02/2000,4548.92,6357.56,6.09,15587.73,122.3281,-6.988,23.17,301.9,110.53,1.6055,6.567,85.646
18/02/2000,4411.74,6203.29,6.11,15401.58,122.3281,-6.988,26,304.5,111.09,1.6013,6.489,85.646
21/02/2000,4411.74,6203.29,6.11,15401.58,122.3281,-6.988,26,305.5,111.24,1.5998,6.493,85.646
22/02/2000,4382.12,6239.77,6.11,15529.09,122.3281,-6.988,25.86,305.5,110.92,1.6166,6.361,85.646
23/02/2000,4550.33,6224.02,6.11,15529.36,122.3281,-6.988,23.89,301.35,111.21,1.6045,6.422,85.646
24/02/2000,4617.65,6170.51,6.11,15548.98,122.3281,-6.988,24.38,300.4,111.05,1.5993,6.365,85.646
25/02/2000,4590.5,6094.91,6.10125,15336.46,122.3281,-6.988,25.2,292.65,110.29,1.5953,6.326,85.646
28/02/2000,4577.85,6177.17,6.10125,15416.93,122.3281,-6.988,24.68,292.55,109.42,1.5965,6.422,85.646
29/02/2000,4696.69,6266.42,6.10875,15454.47,122.0019,-8.508,23.37,293.3,109.97,1.5802,6.409,86.142
01/03/2000,4784.08,6338.74,6.11,15476.77,122.0019,-8.508,21.64,293.5,107.03,1.5897,6.386,86.142
02/03/2000,4754.51,6360.1,6.11875,15470.14,122.0019,-8.508,21.06,289.28,107.87,1.5802,6.384,86.142
03/03/2000,4914.79,6454.94,6.12,15490.54,122.0019,-8.508,19.21,289.18,107.9,1.5778,6.388,86.142
06/03/2000,4904.85,6386.74,6.12,15321.45,122.0019,-8.508,21.5,288.3,107.69,1.5731,6.411,86.142
07/03/2000,4847.84,6223.38,6.12688,15087.05,122.0019,-8.508,24.31,292,106.1,1.5756,6.373,86.142
08/03/2000,4897.17,6251.51,6.13,15171.78,122.0019,-8.508,23.82,291.7,106.96,1.5867,6.379,86.142
09/03/2000,5046.86,6375.96,6.14,15387.72,122.0019,-8.508,22.21,289.1,106.69,1.5811,6.343,86.142
10/03/2000,5048.62,6337.26,6.14375,15284.95,122.0019,-8.508,21.24,289.15,106.35,1.5765,6.383,86.142
13/03/2000,4907.24,6287.25,6.15,15348.52,122.0019,-8.508,22.85,290.8,105.51,1.5771,6.37,86.142
14/03/2000,4706.63,6221.9,6.16,15185.22,122.0019,-8.508,24.41,289.6,104.84,1.5751,6.292,86.142
15/03/2000,4582.62,6397.32,6.1725,15459.01,122.0019,-8.508,22.34,289.45,105.5,1.5745,6.291,86.142
16/03/2000,4717.39,6708.4,6.19125,15774.68,122.0019,-8.508,20.77,286.95,105.66,1.5743,6.245,86.142
17/03/2000,4798.13,6692.96,6.21,15707.36,122.0019,-8.508,22.37,284.23,106.73,1.5748,6.194,86.142
20/03/2000,4610,6673.5,6.22875,15707.9,122.0019,-8.508,22.96,284.95,106.4,1.5697,6.183,86.142
21/03/2000,4711.68,6796.69,6.24125,15974.26,122.0019,-8.508,21.7,290.83,106.98,1.5721,6.135,86.142
22/03/2000,4864.75,6801.45,6.24625,15983.26,122.0019,-8.508,21.49,288.18,106.87,1.5797,6.112,86.142
23/03/2000,4940.61,6897.35,6.2475,16194.54,122.0019,-8.508,22.26,284.48,107.27,1.5881,6.078,86.142
24/03/2000,4963.03,6899.36,6.255,16158.86,122.0019,-8.508,23.31,285.03,106.87,1.5941,6.191,86.142
27/03/2000,4958.56,6863.83,6.28,16083.06,122.0019,-8.508,24.53,281.3,106.87,1.585,6.185,86.142
28/03/2000,4833.89,6824.92,6.28,15964.62,122.0019,-8.508,24.86,279.9,105.93,1.5875,6.151,86.142
29/03/2000,4644.67,6866.16,6.28,15996.88,122.0019,-8.508,24.1,279.08,105.59,1.5879,6.147,86.142
30/03/2000,4457.89,6827.14,6.29,15922.19,122.0019,-8.508,25.47,275.68,105.51,1.5926,6.055,86.142
31/03/2000,4572.83,6848.6,6.29,15868.52,124.6393,-8.719,24.11,279.73,102.78,1.5911,6.004,87.368
03/04/2000,4223.68,6975.07,6.29,16032.73,124.6393,-8.719,24.03,278.38,104.85,1.5982,5.965,87.368
04/04/2000,4148.89,6897.24,6.29,15838.86,124.6393,-8.719,27.12,287.4,104.66,1.6023,5.895,87.368
05/04/2000,4169.22,6878.53,6.27125,15727.32,124.6393,-8.719,28.41,287.4,104.88,1.5847,5.872,87.368
06/04/2000,4267.56,6965.87,6.27125,15704.24,124.6393,-8.719,27.15,279.43,104.73,1.5794,5.934,87.368
07/04/2000,4446.45,6972.64,6.28,15687.8,124.6393,-8.719,24.39,280.48,105.37,1.5795,5.853,87.368
10/04/2000,4188.2,6975.6,6.28,15673.56,124.6393,-8.719,25.99,281.95,106.48,1.5837,5.771,87.368
11/04/2000,4055.9,6991.35,6.28,15728.43,124.6393,-8.719,27.25,281.7,107.04,1.5867,5.882,87.368
12/04/2000,3769.63,6917.86,6.28375,15488.72,124.6393,-8.719,28.98,281.55,106.08,1.5866,5.935,87.368
13/04/2000,3676.78,6815.93,6.28125,15354.15,124.6393,-8.719,29.4,280.2,105.85,1.587,5.906,87.368
14/04/2000,3321.29,6465.73,6.28125,14936.64,124.6393,-8.719,33.49,282.5,104.74,1.5868,5.85,87.368
17/04/2000,3539.16,6557.93,6.2825,15099.67,124.6393,-8.719,28.95,282.45,104.24,1.5848,6.038,87.368
18/04/2000,3793.57,6712.31,6.2925,15206.36,124.6393,-8.719,26.12,280.95,104.73,1.5787,6.059,87.368
19/04/2000,3706.41,6696.03,6.31,15146.55,124.6393,-8.719,27.02,280.75,104.99,1.5795,5.992,87.368
20/04/2000,3643.88,6760.95,6.31813,15261.34,124.6393,-8.719,25.85,279.9,105.4,1.5792,5.994,87.368
21/04/2000,3643.88,6760.95,6.31813,15261.34,124.6393,-8.719,25.85,280,105.77,1.5795,5.987,87.368
24/04/2000,3482.48,6790.24,6.31813,15317.8,124.6393,-8.719,27.37,279.4,105.67,1.5786,6.017,87.368
25/04/2000,3711.23,6965.66,6.33375,15498.79,124.6393,-8.719,25.24,278.55,105.72,1.5803,6.128,87.368
26/04/2000,3630.09,6918.5,6.375,15334.4,124.6393,-8.719,26.97,275.95,106.22,1.5784,6.13,87.368
27/04/2000,3774.03,6877.68,6.39125,15425.61,124.6393,-8.719,26.19,275.75,106.43,1.5759,6.223,87.368
28/04/2000,3860.66,6811.17,6.5025,15321.68,124.358,-8.719,26.2,274.5,108.18,1.5513,6.212,87.368
01/05/2000,3958.08,6878.95,6.5025,15365.58,124.358,-8.211,25.88,272.95,108.9,1.5543,6.278,88.855
02/05/2000,3785.45,6827.99,6.56875,15339.71,124.358,-8.211,28.5,274.9,108.44,1.5592,6.299,88.855
03/05/2000,3707.31,6681.65,6.6,15208.12,124.358,-8.211,31.63,276.5,109.22,1.5573,6.401,88.855
04/05/2000,3720.24,6676.99,6.6525,15162.97,124.358,-8.211,30.77,280.85,108.22,1.5419,6.427,88.855
05/05/2000,3816.82,6749.53,6.67,15229.68,124.358,-8.211,27.53,278.85,108.56,1.5303,6.505,88.855
08/05/2000,3669.38,6770.36,6.7,15233.92,124.358,-8.211,28.2,277.15,108.94,1.531,6.56,88.855
09/05/2000,3585.01,6727.96,6.71875,15138.5,124.358,-8.211,28.93,277.35,109.48,1.5322,6.529,88.855
10/05/2000,3384.73,6644.11,6.72,15051.89,124.358,-8.211,29.87,277.65,109.46,1.5134,6.42,88.855
11/05/2000,3499.58,6734.3,6.72,15126.93,124.358,-8.211,27.76,276.55,108.21,1.5022,6.409,88.855
12/05/2000,3529.06,6797.43,6.73375,15121.79,124.358,-8.211,26.05,276.05,108.47,1.5202,6.512,88.855
15/05/2000,3607.65,6934.04,6.76,15278.91,124.358,-8.211,24.86,274.8,109.51,1.5068,6.446,88.855
16/05/2000,3717.57,6966.29,6.76125,15311.8,124.358,-8.211,24.34,275.85,109.73,1.4994,6.424,88.855
17/05/2000,3644.96,6883.29,6.80875,15267.42,124.358,-8.211,23.98,272.85,109.47,1.4923,6.496,88.855
18/05/2000,3538.71,6868.59,6.81875,15215.67,124.358,-8.211,23.96,273.9,108.83,1.481,6.54,88.855
19/05/2000,3390.4,6762.43,6.82,15196.83,124.358,-8.211,25.44,273.55,106.98,1.487,6.494,88.855
22/05/2000,3364.21,6713.47,6.82,15233.03,124.358,-8.211,26,276.15,107.14,1.4913,6.439,88.855
23/05/2000,3164.55,6664.41,6.82,15148.56,124.358,-8.211,25.87,274.15,106.78,1.4746,6.435,88.855
24/05/2000,3270.61,6716.22,6.82,15225.47,124.358,-8.211,24.32,273.85,107.64,1.4787,6.47,88.855
25/05/2000,3205.35,6659.34,6.8275,15039.23,124.358,-8.211,24.58,270.9,107.66,1.4683,6.394,88.855
26/05/2000,3205.11,6649.71,6.82625,15032.03,124.358,-8.211,24.47,272.4,107.15,1.49,6.331,88.855
29/05/2000,3205.11,6649.71,6.82625,15032.03,124.358,-8.211,24.47,272.25,107.25,1.4914,6.326,88.855
30/05/2000,3459.48,6781.78,6.84,15156.25,124.358,-8.211,23.62,273.35,106.47,1.4957,6.376,88.855
31/05/2000,3400.91,6805.25,6.8625,15145.07,121.331,-8.688,23.65,272.6,107.85,1.4985,6.272,88.017
01/06/2000,3582.5,6888.36,6.86875,15199.21,121.331,-8.688,22.36,273.05,108.74,1.4911,6.191,88.017
02/06/2000,3813.38,6975.38,6.85125,15166.48,121.331,-8.688,21.48,279.9,108.03,1.5098,6.152,88.017
05/06/2000,3821.76,6927.48,6.7925,15201.29,121.331,-8.688,22.71,284.45,107.64,1.5187,6.122,88.017
06/06/2000,3756.37,6904.65,6.79,15186.84,121.331,-8.688,23.05,288.75,105.86,1.5265,6.122,88.017
07/06/2000,3839.26,6935.1,6.7975,15268.13,121.331,-8.688,22.48,285.5,105.79,1.5239,6.141,88.017
08/06/2000,3825.56,6893.44,6.8,15244.1,121.331,-8.688,22.77,284.45,105.75,1.5092,6.124,88.017
09/06/2000,3874.84,6856.43,6.81,15114.93,121.331,-8.688,22.14,284.8,106.91,1.5096,6.126,88.017
12/06/2000,3767.91,6838.88,6.81,15050.23,121.331,-8.688,22.32,286,106.73,1.5126,6.071,88.017
13/06/2000,3851.06,6911.31,6.81,15151.7,121.331,-8.688,21.67,287.15,106.77,1.5097,6.116,88.017
14/06/2000,3797.41,6944.09,6.7925,15137.38,121.331,-8.688,21.48,291.3,106.86,1.5017,6.041,88.017
15/06/2000,3845.74,6951.59,6.7775,15161.37,121.331,-8.688,20.68,288.7,106.6,1.5115,6.05,88.017
16/06/2000,3860.56,6869.54,6.775,14962.58,121.331,-8.688,20.5,291.1,106.41,1.5153,5.971,88.017
19/06/2000,3989.83,6918.92,6.76188,15016.14,121.331,-8.688,20.63,286.2,105.69,1.5124,5.999,88.017
20/06/2000,4013.36,6865.1,6.76125,14939.06,121.331,-8.688,20.88,286.6,105.28,1.5133,6.02,88.017
21/06/2000,4064.01,6862.14,6.765,14997.04,121.331,-8.688,20.61,286.25,105.56,1.4983,6.113,88.017
22/06/2000,3936.84,6783.47,6.7725,14938.53,121.331,-8.688,22,285.75,104.31,1.5096,6.104,88.017
23/06/2000,3845.34,6766.77,6.77,14919.79,121.331,-8.688,22.34,283.55,104.75,1.5011,6.185,88.017
26/06/2000,3912.12,6808.85,6.77438,14915.46,121.331,-8.688,22.45,284.1,105.73,1.5,6.102,88.017
27/06/2000,3858.96,6806.42,6.775,14828.84,121.331,-8.688,21.8,284.55,105.43,1.5031,6.085,88.017
28/06/2000,3940.34,6811.7,6.78,14823.36,121.331,-8.688,20.29,291.28,105.59,1.5115,6.1,88.017
29/06/2000,3877.23,6796.27,6.77875,14815.59,121.331,-8.688,19.7,288.75,105.15,1.5183,6.027,88.017
30/06/2000,3966.11,6798.17,6.76938,14907.61,125.0795,-9.945,19.54,289.15,106.12,1.5141,6.031,90.771
03/07/2000,3991.93,6874.93,6.77,15027.11,125.0795,-9.945,19.83,288.05,105.66,1.5128,5.989,90.771
04/07/2000,3991.93,6874.93,6.75,15027.11,125.0795,-9.945,19.83,286.85,106.18,1.5153,5.989,90.771
05/07/2000,3863.1,6819,6.745,14975.58,125.0795,-9.945,21.16,286.6,107.13,1.51,5.984,90.771
06/07/2000,3960.57,6827.99,6.74,15022.29,125.0795,-9.945,20.94,282.7,107.3,1.5079,6.048,90.771
07/07/2000,4023.2,6919.03,6.74375,15079.92,125.0795,-9.945,19.22,283.25,107.91,1.5139,6.001,90.771
10/07/2000,3980.29,6939.43,6.73,15088.57,125.0795,-9.945,20.33,283.95,107.12,1.5128,6.035,90.771
11/07/2000,3956.42,6977.6,6.73125,15089.36,125.0795,-9.945,20.11,282.5,107.08,1.5134,6.048,90.771
12/07/2000,4099.59,6990.61,6.73125,15121.35,125.0795,-9.945,20.03,281,108.26,1.5069,6.08,90.771
13/07/2000,4174.86,6975.6,6.73375,15120.28,125.0795,-9.945,20.03,280.7,108.3,1.503,6.005,90.771
14/07/2000,4246.18,7018.84,6.73,15156.69,125.0795,-9.945,19.32,280.8,107.72,1.5006,6.096,90.771
17/07/2000,4274.67,7012.5,6.74,15187.09,125.0795,-9.945,19.45,282.45,108.56,1.4928,6.148,90.771
18/07/2000,4177.17,6959.73,6.74,15181.43,125.0795,-9.945,19.75,283.1,108.32,1.4954,6.141,90.771
19/07/2000,4055.63,6946.41,6.74,15111.73,125.0795,-9.945,19.65,279.2,108.22,1.4953,6.154,90.771
20/07/2000,4184.56,6980.67,6.74,15149.83,125.0795,-9.945,18.94,280.05,107.82,1.5108,6.002,90.771
21/07/2000,4094.45,6929.81,6.7175,15093,125.0795,-9.945,18.94,280.03,108.92,1.517,5.998,90.771
24/07/2000,3981.57,6883.5,6.71375,15042.61,125.0795,-9.945,19.92,279.15,108.9,1.5143,6.034,90.771
25/07/2000,4029.57,6899.99,6.715,15020.87,125.0795,-9.945,19.39,279.2,109.24,1.518,6.028,90.771
26/07/2000,3987.72,6818.05,6.7125,14902.08,125.0795,-9.945,19.67,279.65,109.28,1.5157,6.027,90.771
27/07/2000,3842.23,6843.32,6.7125,14892.8,125.0795,-9.945,19.6,278.9,109.17,1.5123,6,90.771
28/07/2000,3663,6758.31,6.71125,14834.11,125.0795,-9.945,20.84,278.3,109.59,1.5027,6.034,90.771
31/07/2000,3766.99,6773.85,6.72188,14804.08,124.0244,-9.765,20.74,277.25,109.66,1.4986,6.031,90.421
01/08/2000,3685.52,6851.35,6.72,14851.14,124.0244,-9.765,20.55,277.95,109.38,1.498,5.984,90.421
02/08/2000,3658.46,6876.2,6.72,14861.07,124.0244,-9.765,20,277.95,108.84,1.4925,5.976,90.421
03/08/2000,3759.88,6891.01,6.71375,14897.15,124.0244,-9.765,19.99,273.7,108.46,1.4953,5.952,90.421
04/08/2000,3787.36,6955.29,6.71,14961.98,124.0244,-9.765,18.62,273.95,108.65,1.5065,5.901,90.421
07/08/2000,3862.99,7015.88,6.69125,15052.27,124.0244,-9.765,19.03,273.6,109.04,1.5096,5.956,90.421
08/08/2000,3848.55,7038.93,6.69,15138.16,124.0244,-9.765,18.79,273.1,108.55,1.502,5.92,90.421
09/08/2000,3853.5,6984.69,6.68813,15125.74,124.0244,-9.765,19.18,272.1,107.97,1.5013,5.916,90.421
10/08/2000,3759.99,6970.73,6.68125,15109.98,124.0244,-9.765,19.19,273.15,108.72,1.4985,5.763,90.421
11/08/2000,3789.47,7028.78,6.68,15180.3,124.0244,-9.765,18.55,272.95,108.53,1.5015,5.79,90.421
14/08/2000,3849.69,7106.08,6.6875,15321.31,124.0244,-9.765,17.88,275.05,109.51,1.5055,5.771,90.421
15/08/2000,3851.66,7063.36,6.69,15294.03,124.0244,-9.765,17.98,274.65,109.06,1.5048,5.802,90.421
16/08/2000,3861.2,7044.75,6.69,15244.16,124.0244,-9.765,18.02,276.5,108.59,1.4983,5.838,90.421
17/08/2000,3940.87,7096.98,6.69,15266.5,124.0244,-9.765,17.48,277.75,108.39,1.4987,5.81,90.421
18/08/2000,3930.34,7073.3,6.69,15258.08,124.0244,-9.765,17.05,276.3,108.41,1.4895,5.773,90.421
21/08/2000,3953.15,7096.66,6.69,15249.64,124.0244,-9.765,17.35,276.3,108.52,1.4902,5.781,90.421
22/08/2000,3958.21,7101.53,6.69,15239.01,124.0244,-9.765,17.47,273.65,108.3,1.4824,5.775,90.421
23/08/2000,4011.01,7107.87,6.69,15291.22,124.0244,-9.765,17.38,272.7,107.11,1.4838,5.727,90.421
24/08/2000,4053.28,7104.91,6.68,15322.53,124.0244,-9.765,17.04,272.6,106.85,1.4814,5.719,90.421
25/08/2000,4042.68,7111.15,6.68,15335.72,124.0244,-9.765,16.53,273.9,106.86,1.4692,5.729,90.421
28/08/2000,4070.59,7140.02,6.68,15336.88,124.0244,-9.765,16.54,274.15,106.34,1.4715,5.777,90.421
29/08/2000,4082.17,7120.77,6.68,15336.13,124.0244,-9.765,16.89,272.6,106.21,1.4563,5.808,90.421
30/08/2000,4103.81,7089.26,6.68,15261.96,124.0244,-9.765,17.69,273.2,106.4,1.456,5.8,90.421
31/08/2000,4206.35,7132.3,6.68,15270.65,122.3544,-9.416,16.84,277.25,106.65,1.447,5.725,92.424
01/09/2000,4234.33,7164.55,6.6725,15252.52,122.3544,-9.416,17.53,276.75,106,1.4642,5.679,92.424
04/09/2000,4234.33,7164.55,6.65375,15252.52,122.3544,-9.416,17.53,277.05,105.71,1.4586,5.683,92.424
05/09/2000,4143.18,7149.96,6.65313,15288.96,122.3544,-9.416,19.82,275.65,105.86,1.4524,5.689,92.424
06/09/2000,4013.34,7131.56,6.65438,15237.63,122.3544,-9.416,20.79,273.95,105.82,1.4436,5.724,92.424
07/09/2000,4098.35,7142.45,6.66,15223.57,122.3544,-9.416,19.42,273.4,105.05,1.4364,5.752,92.424
08/09/2000,3978.41,7144.99,6.66,15229.5,122.3544,-9.416,18.46,272.1,106.12,1.4151,5.739,92.424
11/09/2000,3896.35,7160.95,6.66,15182.51,122.3544,-9.416,18.4,272.85,106.07,1.4106,5.766,92.424
12/09/2000,3849.51,7146.15,6.66,15255.62,122.3544,-9.416,18.59,273.7,106.86,1.404,5.772,92.424
13/09/2000,3893.89,7139.59,6.66,15236.8,122.3544,-9.416,18.32,273.25,107.08,1.4117,5.724,92.424
14/09/2000,3913.86,7131.14,6.66,15152.45,122.3544,-9.416,18.26,272.5,107.32,1.4054,5.785,92.424
15/09/2000,3835.23,7078.27,6.66,15013.81,122.3544,-9.416,18.52,272.45,107.12,1.3977,5.84,92.424
18/09/2000,3726.52,6976.34,6.66,14937.4,122.3544,-9.416,20.25,271.95,106.86,1.4017,5.871,92.424
19/09/2000,3865.64,6990.4,6.65875,14938.51,122.3544,-9.416,19.54,271.8,106.97,1.4073,5.852,92.424
20/09/2000,3897.44,6913.53,6.66,14894.85,122.3544,-9.416,19.93,269.9,106.6,1.4112,5.897,92.424
21/09/2000,3828.87,6917.65,6.66,14940.73,122.3544,-9.416,20.18,270.65,106.63,1.4332,5.823,92.424
22/09/2000,3803.76,6971.68,6.66,15158.63,122.3544,-9.416,20.74,272.85,107.92,1.4537,5.848,92.424
25/09/2000,3741.22,6973.16,6.66,15113.67,122.3544,-9.416,21.41,273.65,107.56,1.4513,5.837,92.424
26/09/2000,3689.1,6924,6.66,15028.59,122.3544,-9.416,21.88,275.35,107.64,1.4605,5.802,92.424
27/09/2000,3656.3,6936.9,6.66,15031.55,122.3544,-9.416,21.67,278.55,107.43,1.4595,5.821,92.424
28/09/2000,3778.32,7060.61,6.815,15170.82,122.3544,-9.416,19.47,276.1,107.51,1.4635,5.812,92.424
29/09/2000,3672.82,7010.81,6.81125,15083.07,123.4672,-9.416,20.57,274.25,108.14,1.4754,5.802,92.424
02/10/2000,3568.9,7046.02,6.80438,15098.98,123.4672,-9.778,21.23,273.15,108.8,1.4665,5.823,92.347
03/10/2000,3455.83,7027.51,6.8025,15067.72,123.4672,-9.778,21.85,272.05,108.68,1.458,5.867,92.347
04/10/2000,3523.1,7033.01,6.8025,15040.35,123.4672,-9.778,21.54,270.55,109.41,1.4573,5.886,92.347
05/10/2000,3472.1,7061.88,6.8025,14987.82,123.4672,-9.778,21.03,270.75,109.24,1.4462,5.852,92.347
06/10/2000,3361.01,6937.64,6.8025,14875.35,123.4672,-9.778,22.71,270.1,108.81,1.4459,5.812,92.347
09/10/2000,3355.56,6910.46,6.8,14831.14,123.4672,-9.778,24.02,270.05,108.83,1.4467,5.823,92.347
10/10/2000,3240.54,6876.73,6.80188,14766.77,123.4672,-9.778,24.86,272.85,107.84,1.45,5.772,92.347
11/10/2000,3168.49,6771.63,6.79875,14693.34,123.4672,-9.778,26.57,271.7,107.68,1.4599,5.774,92.347
12/10/2000,3074.68,6599.28,6.79813,14485.23,123.4672,-9.778,30.51,274.3,107.43,1.4728,5.709,92.347
13/10/2000,3316.77,6741.92,6.77063,14538.87,123.4672,-9.778,27.6,272.55,107.83,1.4498,5.724,92.347
16/10/2000,3290.28,6784.85,6.77375,14548.86,123.4672,-9.778,26.79,271.55,108.19,1.4475,5.732,92.347
17/10/2000,3213.96,6655.74,6.77,14433.06,123.4672,-9.778,27.84,270.4,108.16,1.4445,5.673,92.347
18/10/2000,3171.56,6609.74,6.76,14569.56,123.4672,-9.778,28.72,270.6,107.68,1.4414,5.667,92.347
19/10/2000,3418.6,6753.02,6.76,14635.65,123.4672,-9.778,25.09,270.6,108.44,1.4445,5.655,92.347
20/10/2000,3483.14,6790.13,6.76125,14756.71,123.4672,-9.778,24.24,271.05,108.85,1.4512,5.632,92.347
23/10/2000,3468.69,6791.4,6.76,14730.81,123.4672,-9.778,24.69,270.65,108.3,1.4575,5.584,92.347
24/10/2000,3419.79,6836.34,6.76,14738.95,123.4672,-9.778,24.28,270.05,108.03,1.4499,5.615,92.347
25/10/2000,3229.57,6730.18,6.76,14691.74,123.4672,-9.778,26.65,267.15,107.88,1.4338,5.684,92.347
26/10/2000,3272.18,6698.25,6.75875,14748.16,123.4672,-9.778,28.62,265.9,108.34,1.4365,5.69,92.347
27/10/2000,3278.36,6777.87,6.7575,14910.57,123.4672,-9.778,26.47,264.35,108.65,1.455,5.713,92.347
30/10/2000,3191.4,6920.82,6.75875,15021.86,123.4672,-9.778,25.46,264.85,108.87,1.4513,5.732,92.347
31/10/2000,3369.63,7042.32,6.76,15142.81,123.4046,-9.705,23.63,264.68,109.15,1.4494,5.751,91.511
01/11/2000,3333.39,7026.24,6.75875,15094.46,123.4046,-9.705,24.28,264.6,108.47,1.4465,5.742,91.511
02/11/2000,3429.02,7012.81,6.75125,15055.02,123.4046,-9.705,23.92,266,108.35,1.4438,5.738,91.511
03/11/2000,3451.58,6992.94,6.75063,15031.13,123.4046,-9.705,23.67,264.55,107.08,1.4485,5.827,91.511
06/11/2000,3416.21,7035.65,6.75375,15117.78,123.4046,-9.705,24.52,265,107.51,1.4272,5.855,91.511
07/11/2000,3415.79,7026.46,6.75813,15104.55,123.4046,-9.705,24.91,264.45,107.26,1.4348,5.866,91.511
08/11/2000,3231.7,6997.69,6.75938,15056.01,123.4046,-9.705,25.66,264.1,107.46,1.4227,5.855,91.511
09/11/2000,3200.35,6938.48,6.76,15029.84,123.4046,-9.705,27.2,265.03,107.56,1.4227,5.825,91.511
10/11/2000,3028.99,6835.28,6.76,14903.95,123.4046,-9.705,28.53,264.38,107.87,1.4254,5.783,91.511
13/11/2000,2966.72,6757.14,6.75938,14943.2,123.4046,-9.705,29.06,265.65,107.47,1.4393,5.766,91.511
14/11/2000,3138.27,6857.28,6.75813,14994.58,123.4046,-9.705,26.81,264.45,108.1,1.4298,5.755,91.511
15/11/2000,3165.49,6884.45,6.7575,15011.12,123.4046,-9.705,26.15,264.95,108.76,1.4261,5.711,91.511
